Image Number,Category,Label,Correct ID,Blurry image,Humans present,Other animals present,Not real animal,Image collage
00013753,Bird,jay,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013754,Mammal,"howler monkey, howler",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00013761,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013768,Bird,macaw,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013771,Reptile,"boa constrictor, Constrictor constrictor",0.3333333333333333,-1.0,1.0,-1.0,-1.0,-1.0
00013772,Reptile,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",-1.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00013781,Marine-Invertebrate,jellyfish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013789,Marine-Invertebrate,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013790,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013794,Bird,goose,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013795,Land-Invertebrate,"sulphur butterfly, sulfur butterfly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013797,Land-Invertebrate,"barn spider, Araneus cavaticus",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00013798,Mammal,"lynx, catamount",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013802,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013808,Bird,"redshank, Tringa totanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013809,Mammal,sea lion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013810,Bird,"European gallinule, Porphyrio porphyrio",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013812,Mammal,"lynx, catamount",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013815,Marine-Invertebrate,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013820,Reptile,water snake,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00013821,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013822,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00013832,Land-Invertebrate,"ladybug, ladybeetle, lady beetle, ladybird, ladybird beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013840,Bird,jacamar,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013845,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013847,Fish,"hammerhead, hammerhead shark",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013853,Mammal,"polecat, fitch, foulmart, foumart, Mustela putorius",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00013858,Reptile,"Indian cobra, Naja naja",-0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00013863,Bird,"sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00013870,Reptile,agama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013872,Reptile,"hognose snake, puff adder, sand viper",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00013875,Marine-Invertebrate,jellyfish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013883,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013891,Marine-Invertebrate,"Dungeness crab, Cancer magister",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00013896,Bird,"black stork, Ciconia nigra",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013899,Amphibian,"European fire salamander, Salamandra salamandra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013901,Bird,"albatross, mollymawk",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013902,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013903,Mammal,"red wolf, maned wolf, Canis rufus, Canis niger",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00013911,Mammal,"white wolf, Arctic wolf, Canis lupus tundrarum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013917,Land-Invertebrate,tick,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013919,Mammal,"fox squirrel, eastern fox squirrel, Sciurus niger",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013922,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013924,Land-Invertebrate,"grasshopper, hopper",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013929,Bird,bittern,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013932,Marine-Invertebrate,"crayfish, crawfish, crawdad, crawdaddy",-0.6666666666666666,-1.0,0.0,0.0,-1.0,-1.0
00013940,Amphibian,"axolotl, mud puppy, Ambystoma mexicanum",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013943,Mammal,"chimpanzee, chimp, Pan troglodytes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013945,Bird,"junco, snowbird",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013951,Land-Invertebrate,"cockroach, roach",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013955,Bird,"water ouzel, dipper",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013957,Fish,"barracouta, snoek",-1.0,-1.0,1.0,-1.0,-1.0,-1.0
00013965,Reptile,"rock python, rock snake, Python sebae",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00013966,Mammal,"siamang, Hylobates syndactylus, Symphalangus syndactylus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013974,Amphibian,"bullfrog, Rana catesbeiana",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00013985,Mammal,"red wolf, maned wolf, Canis rufus, Canis niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013990,Mammal,marmot,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013992,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00013994,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013998,Bird,"goldfinch, Carduelis carduelis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00013999,Marine-Invertebrate,fiddler crab,0.3333333333333333,-1.0,-1.0,-1.0,0.3333333333333333,-1.0
00014005,Bird,crane,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014007,Bird,"bald eagle, American eagle, Haliaeetus leucocephalus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014008,Land-Invertebrate,bee,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014009,Amphibian,eft,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014021,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014023,Bird,peacock,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014028,Mammal,warthog,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014029,Mammal,"American black bear, black bear, Ursus americanus, Euarctos americanus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014031,Land-Invertebrate,"lacewing, lacewing fly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014038,Land-Invertebrate,damselfly,1.0,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0
00014040,Mammal,"wallaby, brush kangaroo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014043,Mammal,armadillo,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014046,Bird,bulbul,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014055,Mammal,"gorilla, Gorilla gorilla",-1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014059,Marine-Invertebrate,"starfish, sea star",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00014060,Land-Invertebrate,rhinoceros beetle,1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00014065,Mammal,"squirrel monkey, Saimiri sciureus",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014067,Land-Invertebrate,cricket,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014068,Bird,toucan,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014069,Reptile,"ringneck snake, ring-necked snake, ring snake",1.0,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00014071,Mammal,"wood rabbit, cottontail, cottontail rabbit",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014076,Amphibian,"European fire salamander, Salamandra salamandra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014082,Bird,"bald eagle, American eagle, Haliaeetus leucocephalus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014083,Bird,"European gallinule, Porphyrio porphyrio",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014092,Mammal,warthog,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014097,Bird,"red-breasted merganser, Mergus serrator",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014103,Bird,bittern,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014106,Reptile,terrapin,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014108,Bird,"junco, snowbird",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014114,Reptile,"diamondback, diamondback rattlesnake, Crotalus adamanteus",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014116,Reptile,"horned viper, cerastes, sand viper, horned asp, Cerastes cornutus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014120,Land-Invertebrate,scorpion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014124,Mammal,"wild boar, boar, Sus scrofa",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014126,Land-Invertebrate,scorpion,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014128,Land-Invertebrate,"sulphur butterfly, sulfur butterfly",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014130,Land-Invertebrate,slug,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014132,Marine-Invertebrate,"Dungeness crab, Cancer magister",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014133,Mammal,"red fox, Vulpes vulpes",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014134,Land-Invertebrate,"leaf beetle, chrysomelid",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014138,Marine-Invertebrate,isopod,1.0,-1.0,-1.0,-1.0,-1.0,-0.3333333333333333
00014139,Bird,"junco, snowbird",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014158,Bird,dowitcher,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014159,Mammal,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014163,Mammal,"proboscis monkey, Nasalis larvatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014165,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014168,Marine-Invertebrate,"flatworm, platyhelminth",1.0,-1.0,-1.0,0.0,-1.0,-1.0
00014170,Marine-Invertebrate,sea urchin,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00014171,Mammal,"hog, pig, grunter, squealer, Sus scrofa",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014181,Reptile,"Indian cobra, Naja naja",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014187,Land-Invertebrate,admiral,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014192,Bird,"bald eagle, American eagle, Haliaeetus leucocephalus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014195,Fish,"puffer, pufferfish, blowfish, globefish",0.5,-1.0,-1.0,-1.0,-1.0,-1.0
00014196,Bird,kite,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014206,Mammal,"squirrel monkey, Saimiri sciureus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014211,Mammal,"guenon, guenon monkey",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014217,Bird,"black stork, Ciconia nigra",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014218,Land-Invertebrate,"ground beetle, carabid beetle",-0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014219,Mammal,"Indian elephant, Elephas maximus",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014220,Bird,vulture,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014223,Bird,pelican,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014227,Amphibian,"bullfrog, Rana catesbeiana",0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-1.0
00014232,Amphibian,"European fire salamander, Salamandra salamandra",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014233,Mammal,"black-footed ferret, ferret, Mustela nigripes",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014235,Mammal,"ram, tup",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014248,Mammal,"echidna, spiny anteater, anteater",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014250,Mammal,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014251,Reptile,"frilled lizard, Chlamydosaurus kingi",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014252,Reptile,green mamba,0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-1.0
00014254,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014256,Bird,hornbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014258,Fish,eel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014265,Marine-Invertebrate,jellyfish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014266,Bird,spoonbill,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014271,Land-Invertebrate,cricket,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014275,Mammal,"proboscis monkey, Nasalis larvatus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014278,Land-Invertebrate,"ground beetle, carabid beetle",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014279,Marine-Invertebrate,"sea cucumber, holothurian",1.0,-1.0,0.0,-1.0,-1.0,-1.0
00014282,Reptile,"green lizard, Lacerta viridis",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014284,Mammal,"koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014288,Mammal,armadillo,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014296,Mammal,"spider monkey, Ateles geoffroyi",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014302,Land-Invertebrate,tarantula,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014304,Mammal,sorrel,1.0,-1.0,-1.0,-1.0,0.0,-1.0
00014306,Mammal,"titi, titi monkey",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014308,Reptile,"American chameleon, anole, Anolis carolinensis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014310,Land-Invertebrate,"monarch, monarch butterfly, milkweed butterfly, Danaus plexippus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014312,Reptile,"Gila monster, Heloderma suspectum",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014316,Reptile,"loggerhead, loggerhead turtle, Caretta caretta",-0.3333333333333333,-1.0,-1.0,0.3333333333333333,-1.0,-1.0
00014317,Reptile,"common iguana, iguana, Iguana iguana",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014321,Mammal,"lynx, catamount",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014327,Mammal,"ram, tup",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014328,Bird,"ostrich, Struthio camelus",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014330,Reptile,"garter snake, grass snake",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014331,Mammal,"fox squirrel, eastern fox squirrel, Sciurus niger",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014336,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014339,Mammal,baboon,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014340,Mammal,"hippopotamus, hippo, river horse, Hippopotamus amphibius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014343,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014345,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,0.0,-1.0
00014346,Bird,bee eater,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014350,Marine-Invertebrate,"chiton, coat-of-mail shell, sea cradle, polyplacophore",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014352,Reptile,"loggerhead, loggerhead turtle, Caretta caretta",0.0,-1.0,-1.0,-0.3333333333333333,-1.0,-1.0
00014354,Mammal,"water buffalo, water ox, Asiatic buffalo, Bubalus bubalis",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014356,Land-Invertebrate,fly,1.0,-1.0,-1.0,-1.0,0.3333333333333333,-1.0
00014359,Land-Invertebrate,"barn spider, Araneus cavaticus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014361,Bird,"American egret, great white heron, Egretta albus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014362,Bird,"robin, American robin, Turdus migratorius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014363,Mammal,"lynx, catamount",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014365,Land-Invertebrate,rhinoceros beetle,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014367,Marine-Invertebrate,isopod,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014369,Mammal,sorrel,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014370,Mammal,sorrel,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014376,Bird,crane,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014389,Mammal,beaver,0.5,-1.0,-1.0,-1.0,-1.0,-1.0
00014390,Land-Invertebrate,bee,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014391,Mammal,"skunk, polecat, wood pussy",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014395,Mammal,bison,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014402,Mammal,macaque,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014408,Land-Invertebrate,weevil,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014410,Marine-Invertebrate,brain coral,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00014416,Bird,drake,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014417,Land-Invertebrate,centipede,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014423,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,0.0,-1.0
00014437,Mammal,mink,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014439,Reptile,"frilled lizard, Chlamydosaurus kingi",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014443,Fish,anemone fish,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014450,Bird,"oystercatcher, oyster catcher",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014456,Marine-Invertebrate,jellyfish,1.0,1.0,-1.0,-1.0,-1.0,-1.0
00014457,Reptile,"Indian cobra, Naja naja",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014458,Mammal,wombat,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014465,Reptile,"boa constrictor, Constrictor constrictor",0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00014467,Fish,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",1.0,0.0,-1.0,-1.0,-1.0,-1.0
00014468,Reptile,banded gecko,0.6666666666666666,-1.0,0.3333333333333333,-1.0,-1.0,-1.0
00014472,Reptile,"green snake, grass snake",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014478,Bird,"red-breasted merganser, Mergus serrator",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014483,Land-Invertebrate,"dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014486,Marine-Invertebrate,"sea anemone, anemone",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014497,Mammal,"capuchin, ringtail, Cebus capucinus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014498,Land-Invertebrate,"garden spider, Aranea diademata",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014505,Mammal,"siamang, Hylobates syndactylus, Symphalangus syndactylus",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014508,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014514,Land-Invertebrate,slug,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014515,Fish,"rock beauty, Holocanthus tricolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014529,Mammal,"sloth bear, Melursus ursinus, Ursus ursinus",1.0,-1.0,-1.0,-1.0,1.0,-1.0
00014532,Mammal,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014538,Mammal,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014539,Mammal,bison,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014540,Land-Invertebrate,"wolf spider, hunting spider",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014545,Mammal,wombat,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014548,Mammal,llama,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014550,Mammal,"dugong, Dugong dugon",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014572,Land-Invertebrate,"walking stick, walkingstick, stick insect",0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014575,Reptile,green mamba,0.3333333333333333,0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014576,Mammal,"American black bear, black bear, Ursus americanus, Euarctos americanus",0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014578,Mammal,"patas, hussar monkey, Erythrocebus patas",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014584,Mammal,zebra,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014585,Reptile,"loggerhead, loggerhead turtle, Caretta caretta",0.0,0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014587,Land-Invertebrate,tick,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014590,Marine-Invertebrate,"starfish, sea star",0.3333333333333333,-1.0,-1.0,-1.0,1.0,-0.3333333333333333
00014594,Bird,pelican,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014598,Reptile,"Indian cobra, Naja naja",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014599,Bird,"European gallinule, Porphyrio porphyrio",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014612,Bird,crane,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014620,Reptile,"Indian cobra, Naja naja",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014630,Mammal,hamster,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014639,Land-Invertebrate,fly,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014644,Mammal,"Arabian camel, dromedary, Camelus dromedarius",1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014656,Mammal,"hippopotamus, hippo, river horse, Hippopotamus amphibius",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014657,Mammal,"lion, king of beasts, Panthera leo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014659,Land-Invertebrate,"black widow, Latrodectus mactans",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014662,Mammal,mongoose,1.0,0.0,-1.0,1.0,-1.0,-1.0
00014664,Land-Invertebrate,"harvestman, daddy longlegs, Phalangium opilio",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014668,Mammal,"giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014673,Bird,"water ouzel, dipper",-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014678,Bird,bulbul,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014681,Mammal,"Indian elephant, Elephas maximus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014683,Land-Invertebrate,"walking stick, walkingstick, stick insect",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014686,Mammal,"lesser panda, red panda, panda, bear cat, cat bear, Ailurus fulgens",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014688,Mammal,"wood rabbit, cottontail, cottontail rabbit",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014694,Mammal,macaque,1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014707,Bird,"black swan, Cygnus atratus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014712,Bird,dowitcher,1.0,-1.0,-1.0,1.0,-1.0,-1.0
00014715,Marine-Invertebrate,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",0.6666666666666666,-1.0,-1.0,-1.0,-1.0,-1.0
00014724,Land-Invertebrate,"ringlet, ringlet butterfly",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014727,Land-Invertebrate,"wolf spider, hunting spider",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014731,Bird,bittern,1.0,-1.0,1.0,-1.0,-1.0,-1.0
00014734,Mammal,"timber wolf, grey wolf, gray wolf, Canis lupus",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014735,Amphibian,"bullfrog, Rana catesbeiana",0.3333333333333333,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0
00014740,Mammal,hartebeest,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014741,Fish,"electric ray, crampfish, numbfish, torpedo",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014751,Marine-Invertebrate,hermit crab,1.0,-1.0,-1.0,0.0,-1.0,-1.0
00014752,Reptile,"box turtle, box tortoise",-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0
00014753,Marine-Invertebrate,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",1.0,-1.0,-1.0,-1.0,-1.0,-1.0
00014759,Marine-Invertebrate,hermit crab,1.0,-1.0,0.0,-1.0,-1.0,-1.0
